Weekly users over time
Date,Weekly users
1/13/25,5965
1/14/25,5956
1/15/25,5953
1/16/25,5943
1/17/25,5934
1/18/25,5935
1/19/25,5926
1/20/25,5913
1/21/25,5912
1/22/25,5904
1/23/25,5908
1/24/25,5899
1/25/25,5884
1/26/25,5874
1/27/25,5870
1/28/25,5867
1/29/25,5858
1/30/25,5845
